firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral
PATRICIA,TALOR,593496807.0,90606.0,55,1985.0,2.0,11.0,,B001325,CPS,1985-02-11,2019-05-26
BARIAN,WILSON,676806895.0,59969.0,25,1999.0,5.0,21.0,,B051878,CPS,1999-05-21,2022-02-16
DIANE,EVANS,809732574.0,,30,1981.0,7.0,21.0,,B072326,CPS,1981-07-21,2018-01-03
GRANT,SUSAN,798247296.0,69034.0,44,1983.0,7.0,22.0,,B072003,GPS,1983-07-22,2018-08-19
MARK,ELLIOTT,386904193.0,12726.0,47,2004.0,6.0,23.0,,B053666,CPS,2004-06-23,2021-02-14
JACQUELINE,YOUNG,341587595.0,,29,1996.0,12.0,15.0,,B022239,GPS,1996-12-15,2022-02-19
MARY,QLEE,164140253.0,11123.0,38,1984.0,2.0,7.0,,B001602,CPS,1984-02-07,2021-07-17
NICHOLAS,EVANS,395122327.0,43159.0,16,1986.0,8.0,27.0,,B058021,GPS,1986-08-27,2018-11-28
RNANCY,BURNS,656970674.0,85287.0,23,2004.0,12.0,20.0,,B031737,CPS,2004-12-20,2021-06-09
TYLER,MILLER,820557371.0,57324.0,34,1976.0,3.0,20.0,,B064964,GPS,1976-03-20,2021-02-19
SHIRLEBY,LOPEZ,841388054.0,49014.0,6,2004.0,10.0,24.0,,B025955,CPS,2004-10-24,2019-07-01
JAMES,PETERS,,2577.0,41,1982.0,10.0,17.0,,B024540,GPS,1982-10-17,2019-01-25
JOSEPH,SMITH,391645782.0,10993.0,41,1982.0,5.0,27.0,,B058625,GPS,1982-05-27,2021-03-23
BRIAN,OWENS,263606074.0,98632.0,29,1979.0,5.0,24.0,,B038269,CPS,1979-05-24,2018-05-12
CLARK,MARTIN,772647231.0,27692.0,38,1985.0,9.0,20.0,,B083223,CPS,1985-09-20,2018-03-14
ARK,PARKER,486097065.0,74140.0,2,1995.0,11.0,24.0,,B028815,CPS,1995-11-24,2019-04-04
IMCHAEL,JOHNSON,853465471.0,83038.0,10,1987.0,6.0,26.0,,B017434,GPS,1987-06-26,2019-08-28
PAUL,MARTIN,360392396.0,14024.0,8,1979.0,8.0,27.0,,B049335,GPS,1979-08-27,2019-09-21
KAREN,WARREN,189602202.0,7741.0,24,2001.0,11.0,20.0,2.0,U006740,GPS,2001-11-20,2021-11-25
SUSAN,MASON,,79843.0,44,1991.0,8.0,17.0,,B017419,CPS,1991-08-17,2019-08-28
ANDREW,JOHNSON,761517983.0,17248.0,44,1985.0,4.0,8.0,,B084201,GPS,1985-04-08,2020-03-01
DORIS,RODRIGUEZ,639837780.0,10889.0,12,1997.0,11.0,21.0,,U009888,GPS,1997-11-21,2018-07-01
DAVID,TORRES,272265488.0,9241.0,15,1971.0,9.0,24.0,,B006208,CPS,1971-09-24,2018-10-07
JACOB,STEWART,856609413.0,,51,1992.0,2.0,4.0,,B044004,CPS,1992-02-04,2020-03-03
CZHARLES,ROMERO,734623700.0,3314.0,3,1998.0,2.0,17.0,,B038752,CPS,1998-02-17,2019-12-19
BRIAN,WARREN,972866692.0,3492.0,67,1966.0,3.0,12.0,,U002491,GPS,1966-03-12,2018-07-21
MARIE,SMITH,550617610.0,13614.0,44,1962.0,8.0,5.0,,U012613,CPS,1962-08-05,2019-05-21
MARSY,COOPER,157215513.0,79202.0,45,1993.0,2.0,28.0,,B060806,GPS,1993-02-28,2020-07-06
JESSICA,JOHNSON,525815458.0,,43,1966.0,5.0,23.0,,B023976,GPS,1966-05-23,2018-01-17
ANTHONY,HERNANDEZ,570462594.0,,29,1975.0,11.0,5.0,,B002875,GPS,1975-11-05,2022-01-05
WHITE,BARBARA,706636187.0,58001.0,6,1970.0,10.0,28.0,,B063583,CPS,1970-10-28,2020-12-04
JAMSE,ADAMS,348572347.0,1112.0,67,1971.0,1.0,12.0,,B008075,GPS,1971-01-12,2018-04-20
WILLIAM,CROSS,326125684.0,45814.0,17,1963.0,6.0,18.0,,B047422,GPS,1963-06-18,2022-10-28
PATRICIA,BROWN,527670536.0,26925.0,66,1961.0,1.0,21.0,2.0,B003707,GPS,1961-01-21,2018-09-23
LAURA,HALL,571782535.0,15476.0,62,1966.0,10.0,23.0,,U014475,CPS,1966-10-23,2021-04-05
JASON,HARRIS,702978709.0,5281.0,15,1988.0,3.0,14.0,,U004280,GPS,1988-03-14,2021-11-16
JOSEPH,TORRES,631873875.0,66748.0,5,2001.0,8.0,16.0,,B023032,CPS,2001-08-16,2022-11-05
MIPHAEL,MILLER,554383035.0,70741.0,42,1978.0,3.0,19.0,,B046518,CPS,1978-03-19,2021-06-25
MARY,JONES,911196368.0,5352.0,52,1995.0,2.0,13.0,,U004351,CPS,1995-02-13,2022-04-23
ANGELA,RAMIREZ,635319555.0,5832.0,52,1986.0,1.0,23.0,,U004831,GPS,1986-01-23,2020-11-03
JASON,MURPHY,271209223.0,,50,1999.0,3.0,4.0,,B053524,CPS,1999-03-04,2022-02-21
KAYLA,BROWN,351071337.0,72200.0,9,1998.0,3.0,26.0,,B035273,CPS,1998-03-26,2018-10-11
SANDRA,SMITH,684864054.0,67226.0,11,1998.0,8.0,4.0,,B054599,GPS,1998-08-04,2019-11-22
STEVEN,PATEL,,33074.0,64,1999.0,6.0,18.0,,B051961,CPS,1999-06-18,2019-10-08
JAMES,ALLEN,321886760.0,12268.0,12,1976.0,5.0,22.0,,U011267,GPS,1976-05-22,2019-10-23
OLIHIA,RODRIGUEZ,380596919.0,75610.0,5,1983.0,5.0,26.0,,B016517,CPS,1983-05-26,2018-12-13
JAMES,STEWART,576636279.0,60856.0,25,1967.0,6.0,3.0,,B030803,GPS,1967-06-03,2021-04-28
SCOTT,GRANT,912668380.0,6623.0,19,1986.0,7.0,13.0,,U005622,GPS,1986-07-13,2022-08-06
GERALD,WHITE,439975346.0,19940.0,67,1979.0,6.0,11.0,,B027270,CPS,1979-06-11,2019-11-06
JAHMES,MILLER,574978795.0,56702.0,44,1986.0,11.0,9.0,,B048941,GPS,1986-11-09,2020-06-01
JENIFER,GRAHAM,203584251.0,65547.0,17,1996.0,5.0,4.0,,B010630,CPS,1996-05-04,2018-09-17
KAREN,RILEY,469448532.0,3735.0,12,1977.0,4.0,24.0,2.0,U002734,CPS,1977-04-24,2020-09-12
HWAROLD,HUNT,392277923.0,48019.0,34,1965.0,12.0,1.0,,B031694,CPS,1965-12-01,2022-11-06
ANTHNY,GARCIA,784243566.0,97311.0,56,1961.0,12.0,9.0,,B025455,GPS,1961-12-09,2019-05-04
LISA,HARPER,259940295.0,,37,1980.0,7.0,25.0,,B057515,CPS,1980-07-25,2022-05-14
JAMES,CRSZ,827871231.0,11969.0,14,1971.0,10.0,1.0,,B014411,GPS,1971-10-01,2022-12-01
THOMAS,JENKINS,260224823.0,8307.0,10,1984.0,4.0,10.0,,U007306,CPS,1984-04-10,2021-03-20
JAMES,WOOD,815002474.0,29394.0,59,1974.0,11.0,3.0,,B076360,GPS,1974-11-03,2020-04-21
APY,JOHNSON,841734190.0,21683.0,25,1994.0,5.0,8.0,,B000422,CPS,1994-05-08,2022-08-27
REBECCCA,GRAY,483770472.0,85587.0,29,1972.0,6.0,12.0,2.0,B031564,GPS,1972-06-12,2019-02-10
LAWRENCE,BARKER,108384621.0,,14,1962.0,4.0,3.0,,B010289,GPS,1962-04-03,2019-09-15
LARRY,HUDSON,657616147.0,10821.0,54,1960.0,8.0,4.0,,U009820,GPS,1960-08-04,2018-06-03
JAMES,WASHINGTON,822702784.0,84856.0,58,1991.0,8.0,13.0,,B010536,CPS,1991-08-13,2018-06-01
JEFFREY,SMITH,713906473.0,11852.0,57,2001.0,4.0,5.0,,U010851,CPS,2001-04-05,2021-04-12
JAMES,SMITH,201260198.0,9126.0,59,1965.0,11.0,13.0,,U008125,GPS,1965-11-13,2022-06-06
JAMES,LONG,113471348.0,14735.0,11,1967.0,12.0,18.0,,U013734,CPS,1967-12-18,2018-08-09
RALPH,SHAW,424304562.0,10037.0,22,1982.0,2.0,5.0,,U009036,GPS,1982-02-05,2019-08-01
JAMES,DAVIS,733438527.0,8966.0,46,1960.0,9.0,1.0,,B039296,GPS,1960-09-01,2021-06-23
PATRICIA,HALL,873013517.0,61409.0,67,1960.0,1.0,21.0,,B013644,CPS,1960-01-21,2022-05-20
SMITH,MARY,826032925.0,17678.0,60,1987.0,3.0,24.0,,B064191,GPS,1987-03-24,2021-11-16
CAROL,BARNES,962733979.0,81193.0,12,1968.0,1.0,4.0,,B006945,CPS,1968-01-04,2021-05-26
BRENDA,JOHNSON,704374037.0,5897.0,44,1983.0,2.0,14.0,,U004896,CPS,1983-02-14,2020-10-10
PAXTRICIA,ALLEN,737057656.0,26195.0,14,1969.0,7.0,4.0,,B040712,GPS,1969-07-04,2021-07-09
SOPHIA,DAVIS,712140915.0,,19,1979.0,4.0,13.0,1.0,B051250,CPS,1979-04-13,2019-06-12
JAMES,FORD,313613673.0,4333.0,51,1979.0,4.0,16.0,1.0,U003332,CPS,1979-04-16,2020-08-11
LINDA,ZSMITH,461680725.0,30742.0,37,1987.0,7.0,21.0,,B032645,CPS,1987-07-21,2020-10-23
EDWARD,NGUYEN,826604516.0,55683.0,59,1970.0,9.0,9.0,,B014131,GPS,1970-09-09,2018-04-01
TOMAS,CARTER,646435273.0,2419.0,61,2004.0,2.0,8.0,,B013852,GPS,2004-02-08,2019-11-09
EVELYN,GILBERT,590644897.0,11970.0,24,1989.0,4.0,28.0,,B059103,CPS,1989-04-28,2022-08-02
MARY,JOHNSON,897388651.0,50973.0,44,1978.0,6.0,27.0,,B057078,GPS,1978-06-27,2021-05-25
MARY,RAMIREZ,680981444.0,11488.0,25,1991.0,9.0,22.0,,U010487,GPS,1991-09-22,2021-06-23
PATRICIA,BENNETT,889015593.0,32591.0,34,1967.0,11.0,27.0,,B004199,GPS,1967-11-27,2020-12-21
DENNIR,GRAHAM,144186110.0,44134.0,65,1961.0,2.0,14.0,3.0,B054559,GPS,1961-02-14,2022-12-27
ROBERT,CUNNINGHAM,465102628.0,75769.0,55,1992.0,5.0,19.0,,B056156,GPS,1992-05-19,2022-02-06
SANDRA,HILL,574402032.0,19655.0,46,2000.0,10.0,24.0,,B025284,GPS,2000-10-24,2021-06-25
MARIAE,SCOTT,152299931.0,39747.0,33,2000.0,11.0,2.0,,B067528,GPS,2000-11-02,2018-02-06
RYA,MCGUIRE,375385129.0,82836.0,1,1976.0,1.0,10.0,2.0,B077680,CPS,1976-01-10,2022-07-27
JOSE,MILLER,774699115.0,30655.0,31,1987.0,3.0,27.0,,B042274,GPS,1987-03-27,2022-03-18
GAKY,WELLS,171659751.0,16978.0,40,1992.0,9.0,27.0,,B034809,CPS,1992-09-27,2022-06-21
GARY,JONES,765561913.0,38589.0,26,1974.0,11.0,5.0,,B003799,CPS,1974-11-05,2018-07-14
ROBERT,MITCHELL,258046415.0,41788.0,2,1991.0,3.0,12.0,,B023727,CPS,1991-03-12,2019-07-08
PAUL,SMITH,934776523.0,83756.0,4,1981.0,8.0,17.0,,B008225,CPS,1981-08-17,2020-11-05
MARY,JONES,340967628.0,,44,1975.0,11.0,28.0,,B043688,GPS,1975-11-28,2018-11-01
NICOLE,DAVIS,883066836.0,14416.0,4,1974.0,7.0,19.0,,U013415,CPS,1974-07-19,2018-02-16
CALEXIS,FISHER,216849211.0,52151.0,26,1991.0,5.0,2.0,,B024370,CPS,1991-05-02,2018-06-18
BENJAMIN,SMITH,173300361.0,2526.0,22,1972.0,12.0,14.0,,U001525,GPS,1972-12-14,2020-01-18
LISA,FOX,793686350.0,81094.0,42,1998.0,11.0,4.0,,B064149,GPS,1998-11-04,2019-10-08
KAREN,SMIIH,595930291.0,82916.0,39,1992.0,6.0,16.0,,B001721,CPS,1992-06-16,2020-04-05
RYAN,LEWIS,673822149.0,32091.0,29,1962.0,9.0,26.0,,B044150,CPS,1962-09-26,2022-09-21
RAYMOND,SMITH,817104457.0,88472.0,19,1991.0,3.0,7.0,,B022363,GPS,1991-03-07,2018-01-18
PATRICIA,LONG,638790341.0,54190.0,26,2000.0,2.0,24.0,,B049937,GPS,2000-02-24,2019-04-26
JAMES,COOPEIR,400698021.0,88886.0,36,1974.0,10.0,9.0,,B017070,CPS,1974-10-09,2021-05-19
MARK,TERRY,985004756.0,75083.0,29,1993.0,12.0,23.0,,B039953,CPS,1993-12-23,2021-12-26
KELLY,VARGAS,136142499.0,93930.0,60,1980.0,8.0,1.0,1.0,B000525,GPS,1980-08-01,2022-01-18
MORGAN,EDWARD,964152160.0,32817.0,54,1966.0,8.0,18.0,,B001217,CPS,1966-08-18,2018-05-03
KATHLEEN,HARRSION,112367359.0,92044.0,48,1986.0,1.0,8.0,,B036556,CPS,1986-01-08,2019-08-28
MARIE,THOMPSON,795984523.0,75297.0,58,1994.0,9.0,28.0,,B035558,GPS,1994-09-28,2022-07-21
AMANDA,BROWN,375946502.0,57489.0,12,1962.0,8.0,27.0,,B079765,CPS,1962-08-27,2022-12-25
KENNETY,MARTINEZ,993000017.0,87679.0,23,1972.0,4.0,5.0,,B084563,CPS,1972-04-05,2022-08-08
FRANCES,JACKSON,343236528.0,13110.0,57,1975.0,4.0,5.0,,U012109,CPS,1975-04-05,2020-04-13
RYAN,SIMMONS,,77976.0,67,1996.0,11.0,3.0,1.0,B044485,CPS,1996-11-03,2018-04-27
THOMAS,NGUYEN,511865555.0,36489.0,2,1974.0,7.0,6.0,,B069466,CPS,1974-07-06,2022-01-06
PATRICIA,NGUYEN,130366596.0,12161.0,6,1989.0,11.0,14.0,,B060170,GPS,1989-11-14,2021-03-16
MARGARET,FOSTER,868950935.0,61322.0,53,1980.0,1.0,2.0,,B055726,CPS,1980-01-02,2022-07-24
JAMES,MILLER,593447518.0,49403.0,61,1998.0,6.0,26.0,,B016635,GPS,1998-06-26,2018-02-08
MOHN,WEBB,266550232.0,49323.0,19,2004.0,11.0,22.0,,B027234,GPS,2004-11-22,2021-05-26
JANE,BELL,784083746.0,43805.0,36,1961.0,11.0,10.0,,B020680,CPS,1961-11-10,2022-05-20
TMOTHY,SCHMIDT,318811288.0,53843.0,24,1971.0,6.0,23.0,,B010303,GPS,1971-06-23,2020-10-16
JAMES,FRAZIER,902464142.0,74300.0,10,2000.0,6.0,9.0,,B022001,GPS,2000-06-09,2018-12-22
JAMES,SOTO,273728873.0,8418.0,38,1995.0,9.0,20.0,,U007417,GPS,1995-09-20,2021-04-08
BARBARA,GARCIA,843044021.0,24973.0,35,1983.0,9.0,22.0,,B050536,CPS,1983-09-22,2019-02-03
CHARLOTTE,WILLIAMS,781113509.0,3396.0,24,1989.0,11.0,24.0,,U002395,CPS,1989-11-24,2022-08-28
EMILY,DAVIS,420579109.0,,52,1961.0,5.0,22.0,,B002474,CPS,1961-05-22,2022-07-02
DONNA,WILLIAMS,110379271.0,78594.0,16,1977.0,10.0,9.0,,B027507,GPS,1977-10-09,2020-07-05
MICHAEL,COLLISN,905639776.0,10157.0,30,1970.0,6.0,26.0,,B077992,GPS,1970-06-26,2022-01-28
MADISON,BENNETT,166735381.0,7071.0,21,1968.0,4.0,24.0,,U006070,GPS,1968-04-24,2019-07-21
FLORES,NANCY,158137277.0,97100.0,36,1966.0,6.0,21.0,,B082116,GPS,1966-06-21,2018-08-19
YOBERT,BLAKE,166275127.0,21883.0,53,1983.0,10.0,16.0,3.0,B075436,CPS,1983-10-16,2019-10-19
ICHELLE,MARSHALL,845628999.0,61905.0,38,1971.0,12.0,28.0,,B058373,GPS,1971-12-28,2018-11-27
GREGORY,LOPEZ,628539215.0,20345.0,13,1984.0,10.0,7.0,,B043321,GPS,1984-10-07,2020-12-12
LINDA,GARCIA,294658119.0,32646.0,22,1989.0,4.0,15.0,,B017551,GPS,1989-04-15,2019-05-02
ALEXANDER,JOHNSON,722021239.0,15493.0,65,1977.0,10.0,26.0,,B048111,CPS,1977-10-26,2020-06-10
MARFA,HENDERSON,450822956.0,19645.0,25,1974.0,12.0,23.0,,B024605,GPS,1974-12-23,2021-03-21
JAMES,MARTINEZ,749100281.0,3148.0,67,1976.0,5.0,27.0,,U002147,GPS,1976-05-27,2021-10-25
SARAH,DAVIS,542926525.0,38273.0,46,1961.0,1.0,14.0,,B059703,CPS,1961-01-14,2018-11-15
JACK,SMITH,359633666.0,6225.0,51,1972.0,7.0,7.0,,U005224,CPS,1972-07-07,2020-03-25
DONALD,BOWMAN,603424864.0,75821.0,64,1980.0,2.0,13.0,,B017277,CPS,1980-02-13,2022-07-28
MARH,STONE,992620083.0,53433.0,14,1980.0,12.0,28.0,,B051085,GPS,1980-12-28,2021-08-20
JOSHUA,FLORS,616698660.0,75316.0,42,1979.0,9.0,13.0,,B049640,CPS,1979-09-13,2021-07-04
MARK,PETERSON,972987414.0,38708.0,65,1964.0,11.0,17.0,,B018022,CPS,1964-11-17,2019-11-07
DONNA,CUNINGHAM,677028137.0,31109.0,35,2003.0,7.0,23.0,,B024867,CPS,2003-07-23,2021-02-26
CHRISTOPHER,WELLS,544485790.0,89769.0,40,1991.0,3.0,7.0,,B024735,CPS,1991-03-07,2021-04-11
THOMAS,GREEN,309550143.0,80136.0,67,1962.0,6.0,14.0,,B056324,GPS,1962-06-14,2021-11-08
JIMMY,GALRCIA,184665736.0,93703.0,61,1993.0,9.0,27.0,,B014820,GPS,1993-09-27,2022-12-26
GEORGE,DIAZ,500578056.0,12981.0,27,1963.0,7.0,3.0,,B029154,CPS,1963-07-03,2020-04-13
HUNTER,BETTY,834444416.0,82000.0,28,2003.0,5.0,24.0,,B049340,CPS,2003-05-24,2021-02-17
LORBI,MARTINEZ,115816145.0,67440.0,56,1981.0,12.0,24.0,,B055706,CPS,1981-12-24,2019-06-19
ROFY,BROWN,944526546.0,93311.0,41,1993.0,11.0,27.0,,B027801,CPS,1993-11-27,2021-06-02
PATRICIA,AHNSEN,424781903.0,50462.0,61,1985.0,7.0,6.0,,B069261,GPS,1985-07-06,2018-01-18
JAMES,HERNANDEZ,430001879.0,,13,1981.0,8.0,2.0,,B064653,GPS,1981-08-02,2019-08-26
JEFFREY,ALVAREZ,206101997.0,6433.0,23,1973.0,2.0,2.0,,U005432,CPS,1973-02-02,2018-05-25
JAMES,SMITH,,89785.0,40,1970.0,6.0,18.0,,B066934,CPS,1970-06-18,2022-09-04
STEPHANIE,PRICE,802364740.0,92796.0,62,2000.0,11.0,14.0,,B012723,GPS,2000-11-14,2021-12-04
JAMES,BREWER,957098111.0,,34,1984.0,9.0,20.0,,B001173,GPS,1984-09-20,2022-05-27
JAMES,ADAMS,700475862.0,75354.0,14,1986.0,8.0,22.0,,B002114,CPS,1986-08-22,2018-02-25
JAMES,WHITIE,651469895.0,5413.0,11,1965.0,12.0,10.0,,B080033,GPS,1965-12-10,2018-10-25
JAMEL,SMITH,197381504.0,83362.0,19,1997.0,12.0,23.0,,B004735,CPS,1997-12-23,2019-09-07
PAUL,BROOKS,187462249.0,11678.0,4,1961.0,8.0,10.0,,U010677,GPS,1961-08-10,2018-07-18
BENJAMIN,HICKS,370549198.0,86291.0,20,1960.0,11.0,2.0,,B068032,CPS,1960-11-02,2022-06-05
JEFFREY,BROWN,925540922.0,83104.0,52,2003.0,7.0,19.0,,B000775,GPS,2003-07-19,2022-08-24
CHRISTINE,GARCIA,,42081.0,41,1973.0,5.0,18.0,,B076305,CPS,1973-05-18,2019-02-05
NATHAN,QMARTINEZ,550105258.0,33027.0,46,1961.0,9.0,13.0,,B016458,CPS,1961-09-13,2020-12-05
DAVID,GONZALEZ,469135214.0,51555.0,21,1983.0,7.0,1.0,,B026500,CPS,1983-07-01,2021-03-02
BARBARA,COOK,183700102.0,57655.0,11,1995.0,3.0,4.0,,B019922,CPS,1995-03-04,2022-10-01
BEPNJAMIN,PAYNE,415448925.0,32842.0,13,1967.0,4.0,3.0,,B072872,CPS,1967-04-03,2022-03-28
DAVID,RODRIGUEZ,813410724.0,11364.0,62,1985.0,8.0,28.0,,U010363,CPS,1985-08-28,2021-07-12
JAMES,GRAVES,182898665.0,1070.0,50,2000.0,11.0,5.0,,U000069,CPS,2000-11-05,2021-05-15
ANN,JAMES,608351718.0,18937.0,48,1966.0,3.0,21.0,,B084047,GPS,1966-03-21,2020-10-05
CHRISTINE,HICAS,398429460.0,97677.0,16,1976.0,3.0,20.0,,B077309,GPS,1976-03-20,2021-11-24
EMLIY,OLSON,848813590.0,26957.0,22,1997.0,4.0,1.0,,B008821,CPS,1997-04-01,2020-07-18
RICHARD,SMITH,183706203.0,51883.0,34,1980.0,5.0,8.0,,B041824,GPS,1980-05-08,2019-05-15
PATRICIA,LEWIS,431726098.0,50855.0,43,1972.0,5.0,14.0,,B034614,CPS,1972-05-14,2020-04-06
SHIRLEY,WILSON,510454421.0,60751.0,33,1968.0,4.0,11.0,,B056687,CPS,1968-04-11,2022-04-24
PATRICIA,WRICE,602466766.0,54875.0,14,1969.0,10.0,15.0,,B020381,CPS,1969-10-15,2018-02-23
CARL,JOHNSON,532934300.0,8028.0,28,2004.0,3.0,18.0,,U007027,CPS,2004-03-18,2020-04-28
LISA,FRAZIER,966601985.0,73056.0,28,1979.0,9.0,20.0,,B036107,CPS,1979-09-20,2022-02-16
OBERT,KING,163728779.0,43415.0,55,1978.0,3.0,13.0,,B043248,CPS,1978-03-13,2022-03-26
EMILY,MOORE,537599749.0,97647.0,58,1997.0,2.0,21.0,,B055671,GPS,1997-02-21,2020-11-09
JOSEH,LEE,819908971.0,53621.0,63,1977.0,7.0,19.0,,B036234,GPS,1977-07-19,2022-09-11
GOERGE,WEBB,141791956.0,34985.0,60,1982.0,4.0,24.0,,B009149,CPS,1982-04-24,2019-10-26
RAYMOND,WILLIAMS,834597741.0,12285.0,64,1999.0,1.0,7.0,,U011284,CPS,1999-01-07,2020-01-04
JOSHUA,RAMIREZ,880556019.0,23118.0,59,1965.0,3.0,12.0,3.0,B043607,GPS,1965-03-12,2020-11-15
PATNICIA,HERNANDEZ,677371164.0,35566.0,2,1975.0,5.0,20.0,,B038423,GPS,1975-05-20,2020-09-25
DWROTHY,ADAMS,858535523.0,72027.0,52,1969.0,5.0,9.0,,B016670,GPS,1969-05-09,2021-01-27
KAREN,ALLEN,660445704.0,56087.0,46,1971.0,10.0,17.0,,B012702,CPS,1971-10-17,2021-03-25
TYLER,WALKER,765131350.0,25367.0,65,1980.0,10.0,20.0,,B029021,GPS,1980-10-20,2020-09-09
RALPH,JACKSON,298697716.0,84531.0,2,1999.0,10.0,2.0,,B003301,CPS,1999-10-02,2020-07-18
JAMES,SMITH,992698258.0,7547.0,47,2002.0,9.0,12.0,,U006546,GPS,2002-09-12,2022-12-22
MARY,JOVHNSON,528469206.0,64819.0,39,1974.0,10.0,22.0,3.0,B005376,GPS,1974-10-22,2020-10-07
PATRICIA,JONES,222427099.0,,45,1990.0,9.0,16.0,,B040827,GPS,1990-09-16,2020-06-22
JESSICA,GONZALEZ,510939573.0,11740.0,26,1973.0,2.0,1.0,,U010739,CPS,1973-02-01,2022-08-06
CHRISTOPHSR,JOHNSON,530953936.0,78384.0,17,1986.0,9.0,18.0,,B079041,GPS,1986-09-18,2022-06-25
KAREN,GARCIA,149829870.0,82765.0,37,1964.0,8.0,7.0,,B069708,CPS,1964-08-07,2020-04-28
ROBERWT,EVANS,163469114.0,8668.0,11,1961.0,3.0,1.0,,B020847,GPS,1961-03-01,2021-05-19
ROERT,BROOKS,117062221.0,21422.0,13,1991.0,5.0,15.0,,B038676,CPS,1991-05-15,2020-07-09
JAMES,RAMIBEZ,736304458.0,35111.0,2,1982.0,10.0,1.0,,B027187,CPS,1982-10-01,2021-10-25
WAYNE,MOORE,866424923.0,77171.0,30,1994.0,7.0,27.0,,B037966,CPS,1994-07-27,2019-09-25
JENNIFER,CASTILLO,349793788.0,77253.0,15,1988.0,6.0,22.0,,B011719,CPS,1988-06-22,2020-08-01
DAVID,ROGERIS,683702129.0,21685.0,48,1960.0,4.0,10.0,,B079912,GPS,1960-04-10,2022-11-14
ELIZABETH,JACKSON,572254192.0,96923.0,38,1971.0,2.0,10.0,,B080301,CPS,1971-02-10,2022-12-27
ROBERO,TORRES,921226252.0,19919.0,42,1994.0,10.0,16.0,,B031763,CPS,1994-10-16,2020-06-03
MATTHEW,REEM,859992664.0,53264.0,27,1974.0,3.0,22.0,,B011269,GPS,1974-03-22,2019-01-18
JAMES,GOEMEZ,809920414.0,49343.0,26,1968.0,12.0,20.0,,B083133,CPS,1968-12-20,2020-07-12
RBOERT,BOYD,314871841.0,89525.0,35,1976.0,5.0,6.0,,B060680,GPS,1976-05-06,2018-10-25
HARDY,ELIZABETH,480121039.0,30835.0,46,1996.0,1.0,11.0,,B052936,CPS,1996-01-11,2018-09-04
SAMANTHA,DOUGLAS,,60373.0,61,2001.0,8.0,10.0,,B072001,CPS,2001-08-10,2020-06-13
ROBERT,WOODS,710882248.0,7347.0,14,2004.0,9.0,15.0,,U006346,GPS,2004-09-15,2019-02-05
RONALD,WILLIAMS,256231360.0,47577.0,7,1990.0,6.0,6.0,,B043494,CPS,1990-06-06,2022-11-20
CHARLES,ROSS,572672808.0,16252.0,36,1992.0,5.0,6.0,,B077183,CPS,1992-05-06,2019-04-28
BRIAKN,BUTLER,447117426.0,38434.0,47,2003.0,2.0,17.0,,B042688,CPS,2003-02-17,2022-04-08
MICHAEL,HENDERSON,430542852.0,70153.0,51,1978.0,11.0,8.0,,B024752,GPS,1978-11-08,2021-09-20
CHARLES,HERNANDEZ,711455238.0,63962.0,60,1993.0,9.0,24.0,,B073006,GPS,1993-09-24,2019-07-05
JENNIFER,JONES,533647956.0,58272.0,52,1981.0,11.0,4.0,,B035052,CPS,1981-11-04,2021-09-11
THOMAS,CASTRO,928448888.0,48920.0,49,1984.0,4.0,12.0,,B039196,CPS,1984-04-12,2020-11-12
JAMES,MILGER,962607191.0,88416.0,36,1982.0,6.0,6.0,,B084384,CPS,1982-06-06,2018-07-12
VIRGINIA,OWENS,829024143.0,78842.0,19,1966.0,8.0,1.0,,B047065,CPS,1966-08-01,2020-10-20
DENISE,BARKER,557979393.0,72827.0,6,1964.0,3.0,22.0,,B061058,GPS,1964-03-22,2019-10-21
WILLIE,GRENE,801035667.0,9317.0,16,1972.0,11.0,3.0,,B025157,GPS,1972-11-03,2021-09-14
ROBERT,TAYLOR,799751060.0,24304.0,64,1985.0,11.0,6.0,,B008914,CPS,1985-11-06,2020-05-03
DAVID,JONSON,521130948.0,44126.0,4,1981.0,5.0,7.0,2.0,B012111,CPS,1981-05-07,2021-06-11
JESSICA,ANDERSOP,463296767.0,68672.0,25,1977.0,7.0,15.0,,B037513,CPS,1977-07-15,2018-09-25
JERRY,ORTIZ,,13551.0,3,1998.0,1.0,7.0,,B052489,GPS,1998-01-07,2021-05-01
WILLIAM,SANTOS,920342324.0,10953.0,29,1960.0,3.0,19.0,,U009952,GPS,1960-03-19,2018-03-06
BRITTANY,WASHIGNTON,352391832.0,36787.0,24,1991.0,4.0,15.0,,B002009,CPS,1991-04-15,2022-10-22
ROBERT,WCALKER,765747088.0,89585.0,61,1984.0,9.0,9.0,,B034455,GPS,1984-09-09,2020-12-06
STEVEN,CRUZ,630671095.0,92610.0,54,1983.0,4.0,15.0,,B036061,CPS,1983-04-15,2019-06-12
MARY,ROJERTS,926009746.0,40371.0,63,1967.0,12.0,6.0,,B042659,CPS,1967-12-06,2022-07-06
TUHERESA,LOPEZ,496818224.0,36350.0,40,1975.0,8.0,5.0,,B007226,GPS,1975-08-05,2021-06-08
RAYMOND,SULLIVAN,342770382.0,73081.0,47,1976.0,7.0,21.0,,B000902,GPS,1976-07-21,2020-03-13
JACK,DIXON,232534760.0,55969.0,34,1974.0,7.0,27.0,,B072785,CPS,1974-07-27,2022-11-15
