firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
MEGAN,KING,755054761.0,1689.0,39,1966.0,5.0,10.0,,A000688,CPS,1966-05-10,2022-02-08,688,0,0
KATHLEEN,MYERS,241070894.0,1690.0,19,2000.0,5.0,21.0,,A000689,GPS,2000-05-21,2021-02-27,689,1,1
SUSAN,HUDSON,803843263.0,1691.0,4,1986.0,11.0,19.0,,A000690,GPS,1986-11-19,2021-08-03,690,0,0
JACOB,MURPHY,856796185.0,1692.0,45,1999.0,3.0,16.0,,A000691,CPS,1999-03-16,2019-07-24,691,0,0
NICHOLAS,MARTINEZ,162790828.0,1693.0,63,1981.0,2.0,16.0,2.0,A000692,GPS,1981-02-16,2022-09-12,692,1,1
MARGARET,MORGAN,401162224.0,1694.0,13,1997.0,9.0,15.0,,A000693,CPS,1997-09-15,2022-04-14,693,0,1
DOROTHY,BENNETT,463476193.0,1695.0,1,1975.0,2.0,19.0,,A000694,CPS,1975-02-19,2021-03-14,694,0,0
JEFFREY,ROGERS,721679800.0,1696.0,61,1989.0,1.0,20.0,,A000695,GPS,1989-01-20,2021-06-22,695,1,0
JAMES,SANTOS,666414595.0,1697.0,51,2000.0,12.0,6.0,,A000696,GPS,2000-12-06,2022-11-05,696,1,1
CAROLYN,BROWN,118705498.0,1698.0,58,1974.0,2.0,13.0,3.0,A000697,GPS,1974-02-13,2019-12-13,697,1,1
KATHLEEN,MEDINA,134981400.0,1699.0,16,1983.0,7.0,23.0,,A000698,GPS,1983-07-23,2021-03-16,698,0,0
VICTORIA,MORENO,747051191.0,1700.0,35,1967.0,8.0,25.0,,A000699,CPS,1967-08-25,2020-09-20,699,1,1
RONALD,WILLIAMS,271810081.0,1701.0,33,1973.0,4.0,20.0,,A000700,CPS,1973-04-20,2020-10-17,700,0,0
RALPH,SMITH,842817985.0,1702.0,17,1984.0,5.0,23.0,,A000701,CPS,1984-05-23,2020-10-20,701,1,1
JAMES,JACKSON,644009018.0,1703.0,28,1970.0,4.0,6.0,,A000702,GPS,1970-04-06,2019-02-08,702,0,1
BRUCE,JOHNSON,709531264.0,1704.0,50,1971.0,5.0,1.0,,A000703,CPS,1971-05-01,2020-03-24,703,1,0
CYNTHIA,THOMPSON,781845733.0,1705.0,37,1992.0,7.0,18.0,,A000704,CPS,1992-07-18,2022-03-24,704,1,0
ROBERT,WELLS,818235072.0,1706.0,51,1981.0,10.0,12.0,,A000705,GPS,1981-10-12,2019-12-21,705,1,0
CHARLES,FRAZIER,310711124.0,1707.0,64,1992.0,5.0,4.0,,A000706,GPS,1992-05-04,2019-02-17,706,0,0
CHARLES,JONES,314825024.0,1708.0,33,1967.0,10.0,9.0,,A000707,CPS,1967-10-09,2022-10-01,707,0,0
GARY,VAZQUEZ,954623884.0,1709.0,62,1966.0,10.0,20.0,,A000708,CPS,1966-10-20,2018-12-14,708,1,0
MICHAEL,WRIGHT,955655052.0,1710.0,48,1976.0,9.0,11.0,,A000709,CPS,1976-09-11,2020-01-23,709,1,1
ROBERT,MILLER,307143032.0,1711.0,14,1975.0,8.0,11.0,3.0,A000710,CPS,1975-08-11,2018-06-10,710,0,0
WILLIE,STEWART,731665995.0,1712.0,61,1998.0,12.0,2.0,,A000711,GPS,1998-12-02,2022-08-17,711,1,0
THOMAS,MEDINA,671194646.0,1713.0,56,2004.0,9.0,7.0,,A000712,GPS,2004-09-07,2020-10-12,712,0,0
MARK,SILVA,417905777.0,1714.0,3,1967.0,3.0,24.0,,A000713,GPS,1967-03-24,2021-09-23,713,1,1
JOSE,WELCH,716788988.0,1715.0,19,1997.0,10.0,18.0,,A000714,CPS,1997-10-18,2022-07-01,714,1,1
JOHN,WILLIAMS,356939677.0,1716.0,60,1998.0,7.0,28.0,,A000715,CPS,1998-07-28,2022-10-11,715,0,0
SCOTT,EVANS,105695648.0,1717.0,33,1966.0,5.0,17.0,,A000716,GPS,1966-05-17,2018-03-28,716,1,1
MELISSA,ARMSTRONG,823092272.0,1718.0,49,1979.0,6.0,27.0,,A000717,GPS,1979-06-27,2019-04-23,717,0,1
JAMES,ANDERSON,434214062.0,1719.0,25,1960.0,3.0,5.0,,A000718,CPS,1960-03-05,2019-09-06,718,1,0
JEFFREY,COX,879353588.0,1720.0,41,1972.0,10.0,17.0,,A000719,CPS,1972-10-17,2018-06-14,719,1,1
STEPHANIE,KELLY,747870799.0,1721.0,32,1960.0,11.0,26.0,1.0,A000720,GPS,1960-11-26,2022-03-20,720,1,0
HAROLD,LYONS,132552767.0,1722.0,56,1991.0,11.0,10.0,,A000721,GPS,1991-11-10,2018-07-01,721,0,1
GLORIA,GONZALEZ,413396534.0,1723.0,64,1987.0,9.0,22.0,,A000722,CPS,1987-09-22,2022-09-07,722,0,1
DONNA,JIMENEZ,443760253.0,1724.0,45,1965.0,11.0,14.0,,A000723,GPS,1965-11-14,2022-08-05,723,0,1
SHARON,THOMPSON,195978883.0,1725.0,19,1983.0,12.0,21.0,,A000724,GPS,1983-12-21,2021-10-25,724,0,1
PATRICIA,GONZALEZ,520980345.0,1726.0,30,1961.0,4.0,19.0,,A000725,GPS,1961-04-19,2020-06-24,725,1,1
ROBERT,JOHNSON,669432432.0,1727.0,47,1987.0,3.0,20.0,,A000726,CPS,1987-03-20,2021-02-16,726,0,0
EMILY,SMITH,828383452.0,1728.0,36,1989.0,11.0,21.0,,A000727,GPS,1989-11-21,2019-12-21,727,0,1
JOHN,EDWARDS,870461334.0,1729.0,22,1998.0,12.0,15.0,,A000728,CPS,1998-12-15,2022-06-06,728,0,0
DOROTHY,DAVIS,367055411.0,1730.0,61,2000.0,8.0,14.0,,A000729,GPS,2000-08-14,2021-10-18,729,0,0
ROBERT,JONES,248683921.0,1731.0,27,1995.0,1.0,12.0,,A000730,CPS,1995-01-12,2021-09-10,730,1,0
BRIAN,FERGUSON,298939676.0,1732.0,39,2001.0,10.0,24.0,,A000731,GPS,2001-10-24,2018-10-11,731,0,1
RAY,GARCIA,597618909.0,1733.0,30,2004.0,1.0,25.0,,A000732,GPS,2004-01-25,2022-09-24,732,1,1
JOSE,SHAW,972080086.0,1734.0,3,1970.0,6.0,23.0,,A000733,GPS,1970-06-23,2019-06-02,733,1,1
MARTHA,ROSE,728914514.0,1735.0,17,1995.0,1.0,5.0,,A000734,GPS,1995-01-05,2018-05-02,734,1,1
SANDRA,BROWN,796594104.0,1736.0,41,1994.0,12.0,11.0,,A000735,CPS,1994-12-11,2018-08-25,735,0,1
CHARLES,SMITH,713849046.0,1737.0,51,1986.0,10.0,9.0,,A000736,GPS,1986-10-09,2022-04-24,736,1,0
BRANDON,ADAMS,735320383.0,1738.0,37,2003.0,8.0,3.0,,A000737,GPS,2003-08-03,2018-10-27,737,0,1
ELIZABETH,MILLER,854251488.0,1739.0,12,1987.0,8.0,26.0,,A000738,GPS,1987-08-26,2022-02-13,738,1,0
KIMBERLY,GILBERT,464106723.0,1740.0,32,1997.0,12.0,1.0,,A000739,CPS,1997-12-01,2018-03-07,739,1,0
ANN,MOORE,644397699.0,1741.0,34,1965.0,6.0,2.0,,A000740,GPS,1965-06-02,2020-11-26,740,1,0
ROBERT,THOMPSON,227484522.0,1742.0,22,1999.0,1.0,4.0,,A000741,CPS,1999-01-04,2022-11-19,741,0,1
ISABELLA,GILBERT,712896292.0,1743.0,25,1962.0,7.0,26.0,,A000742,GPS,1962-07-26,2021-06-02,742,0,0
MARK,LYNCH,309007695.0,1744.0,11,2002.0,11.0,17.0,,A000743,CPS,2002-11-17,2018-03-02,743,0,0
JOSEPH,LARSON,943278810.0,1745.0,50,1982.0,3.0,10.0,,A000744,GPS,1982-03-10,2020-11-20,744,0,0
JENNIFER,JOHNSON,437038603.0,1746.0,49,1995.0,6.0,28.0,,A000745,GPS,1995-06-28,2021-08-06,745,1,1
THOMAS,MORGAN,217905402.0,1747.0,34,1991.0,7.0,28.0,,A000746,GPS,1991-07-28,2019-04-10,746,0,0
STEPHANIE,RUSSELL,671840306.0,1748.0,15,1978.0,8.0,21.0,,A000747,CPS,1978-08-21,2022-05-13,747,1,1
JOE,MARTINEZ,117750918.0,1749.0,66,1970.0,11.0,28.0,,A000748,CPS,1970-11-28,2020-08-11,748,1,0
SUSAN,JOHNSON,977228713.0,1750.0,14,1967.0,8.0,23.0,2.0,A000749,CPS,1967-08-23,2018-05-18,749,0,0
MARY,SILVA,748667190.0,1751.0,37,1990.0,5.0,6.0,,A000750,GPS,1990-05-06,2020-07-11,750,1,1
NICHOLAS,MILLER,699414435.0,1752.0,67,1976.0,6.0,15.0,,A000751,GPS,1976-06-15,2018-01-19,751,1,0
MARY,GRANT,956121306.0,1753.0,58,1980.0,8.0,27.0,,A000752,GPS,1980-08-27,2019-04-24,752,1,0
JENNIFER,COLLINS,903597800.0,1754.0,35,1972.0,7.0,23.0,,A000753,GPS,1972-07-23,2018-01-18,753,1,1
JESSE,LOPEZ,277744684.0,1755.0,64,1965.0,11.0,2.0,,A000754,GPS,1965-11-02,2021-10-09,754,1,1
SCOTT,RODRIGUEZ,702031569.0,1756.0,51,1960.0,7.0,24.0,,A000755,GPS,1960-07-24,2020-06-08,755,1,1
LINDA,STEPHENS,301391077.0,1757.0,60,1968.0,5.0,7.0,,A000756,GPS,1968-05-07,2018-04-15,756,1,1
NICHOLAS,SMITH,688561929.0,1758.0,46,2004.0,7.0,23.0,,A000757,GPS,2004-07-23,2018-05-22,757,0,1
ROY,DAVIS,176107919.0,1759.0,43,1990.0,3.0,6.0,,A000758,CPS,1990-03-06,2019-05-24,758,0,1
GABRIEL,JONES,809451191.0,1760.0,54,1968.0,9.0,6.0,,A000759,GPS,1968-09-06,2020-05-28,759,0,0
JAMES,RODRIGUEZ,992733310.0,1761.0,20,1972.0,3.0,18.0,,A000760,CPS,1972-03-18,2018-09-05,760,1,1
ANTHONY,RODRIGUEZ,882381752.0,1762.0,26,1985.0,4.0,3.0,,A000761,CPS,1985-04-03,2021-02-10,761,0,1
ROBERT,YOUNG,519621113.0,1763.0,64,1969.0,5.0,22.0,,A000762,CPS,1969-05-22,2019-12-25,762,0,0
TYLER,ROBINSON,947035074.0,1764.0,28,1991.0,12.0,17.0,,A000763,CPS,1991-12-17,2019-06-27,763,0,1
JESSICA,OLSON,373976036.0,1765.0,57,1968.0,6.0,7.0,,A000764,GPS,1968-06-07,2018-03-09,764,1,1
JEAN,NGUYEN,855038506.0,1766.0,48,1996.0,11.0,25.0,,A000765,GPS,1996-11-25,2021-12-02,765,1,0
PATRICIA,GRAHAM,433095406.0,1767.0,16,1976.0,2.0,5.0,,A000766,GPS,1976-02-05,2020-09-13,766,1,0
JOSEPH,ROBINSON,227882941.0,1768.0,26,1999.0,3.0,1.0,,A000767,GPS,1999-03-01,2019-12-11,767,1,0
WILLIE,ARNOLD,826944433.0,1769.0,8,1977.0,8.0,24.0,,A000768,CPS,1977-08-24,2018-11-01,768,1,0
RICHARD,TAYLOR,250653957.0,1770.0,59,1974.0,2.0,12.0,1.0,A000769,GPS,1974-02-12,2022-04-15,769,0,0
KEVIN,PORTER,317837045.0,1771.0,27,1962.0,3.0,9.0,,A000770,CPS,1962-03-09,2018-03-23,770,1,0
JAMES,GARCIA,846820819.0,1772.0,9,1991.0,8.0,7.0,,A000771,GPS,1991-08-07,2020-09-09,771,1,0
KEVIN,MARTIN,206339739.0,1773.0,51,1964.0,12.0,24.0,,A000772,GPS,1964-12-24,2018-12-12,772,1,1
ROBERT,LEE,538151443.0,1774.0,5,2003.0,10.0,16.0,,A000773,GPS,2003-10-16,2022-07-21,773,0,0
ELIZABETH,FERNANDEZ,290519286.0,1775.0,63,1985.0,12.0,14.0,,A000774,GPS,1985-12-14,2021-03-14,774,1,1
JAMES,MCDONALD,550999425.0,1776.0,61,2000.0,1.0,25.0,,A000775,GPS,2000-01-25,2022-02-15,775,1,0
SUSAN,CROSS,365165737.0,1777.0,2,1998.0,5.0,2.0,,A000776,CPS,1998-05-02,2022-12-09,776,0,0
DEBORAH,COX,471818629.0,1778.0,50,1994.0,4.0,2.0,,A000777,CPS,1994-04-02,2021-04-05,777,1,0
KAREN,HOWE,350979079.0,1779.0,48,1986.0,12.0,18.0,,A000778,GPS,1986-12-18,2020-02-27,778,1,0
JENNIFER,ANDERSON,374507176.0,1780.0,50,1976.0,6.0,17.0,,A000779,GPS,1976-06-17,2022-03-02,779,1,1
JAMES,HARRIS,368313040.0,1781.0,5,1988.0,4.0,11.0,,A000780,GPS,1988-04-11,2019-06-21,780,0,0
JAMES,PORTER,410708613.0,1782.0,16,1991.0,9.0,23.0,,A000781,CPS,1991-09-23,2020-05-22,781,1,0
RYAN,PARK,171179263.0,1783.0,47,1977.0,8.0,7.0,,A000782,CPS,1977-08-07,2021-09-02,782,0,0
MICHAEL,THOMAS,978021952.0,1784.0,36,1995.0,8.0,28.0,,A000783,CPS,1995-08-28,2022-05-21,783,1,1
SUSAN,BROWN,422448481.0,1785.0,4,2003.0,3.0,23.0,,A000784,GPS,2003-03-23,2018-09-12,784,0,1
ROBERT,WILLIAMS,473186779.0,1786.0,42,1964.0,4.0,11.0,,A000785,CPS,1964-04-11,2022-06-19,785,1,0
JAMES,BROWN,269001332.0,1787.0,21,1964.0,4.0,26.0,,A000786,CPS,1964-04-26,2021-02-01,786,0,1
ROBERT,SIMPSON,772360486.0,1788.0,51,1977.0,5.0,4.0,,A000787,CPS,1977-05-04,2021-06-27,787,1,0
DAVID,PEREZ,449288868.0,1789.0,49,1960.0,8.0,24.0,,A000788,GPS,1960-08-24,2021-09-23,788,1,1
JOHN,MORGAN,860642931.0,1790.0,16,1976.0,11.0,15.0,,A000789,CPS,1976-11-15,2022-07-14,789,1,0
JOHN,SMITH,527867979.0,1791.0,21,1985.0,3.0,7.0,,A000790,GPS,1985-03-07,2020-03-07,790,0,0
STEPHANIE,HUGHES,822457021.0,1792.0,62,2002.0,7.0,2.0,,A000791,CPS,2002-07-02,2021-12-25,791,0,0
MICHAEL,JONES,300617283.0,1793.0,3,1997.0,8.0,25.0,,A000792,GPS,1997-08-25,2022-04-10,792,1,0
JENNIFER,TAYLOR,734516841.0,1794.0,21,1963.0,11.0,25.0,,A000793,CPS,1963-11-25,2021-01-20,793,1,0
AARON,WALKER,135850243.0,1795.0,34,1963.0,7.0,6.0,,A000794,CPS,1963-07-06,2019-12-05,794,0,0
JAMES,TURNER,846977506.0,1796.0,42,1972.0,2.0,11.0,,A000795,CPS,1972-02-11,2020-05-15,795,0,1
AMY,BROWN,121425594.0,1797.0,44,1985.0,12.0,22.0,1.0,A000796,CPS,1985-12-22,2021-07-09,796,0,0
CHRISTOPHER,JOHNSON,793310682.0,1798.0,24,1990.0,2.0,19.0,,A000797,GPS,1990-02-19,2019-07-27,797,1,1
KEITH,BROWN,366257073.0,1799.0,12,1978.0,7.0,10.0,,A000798,CPS,1978-07-10,2021-04-06,798,0,0
MATTHEW,SCHMIDT,573339400.0,1800.0,9,1965.0,12.0,2.0,,A000799,CPS,1965-12-02,2022-12-15,799,1,1
MARTHA,HUNTER,751278706.0,1801.0,12,1997.0,3.0,20.0,,A000800,CPS,1997-03-20,2022-06-21,800,0,1
JAMES,GUTIERREZ,782525066.0,1802.0,42,1988.0,7.0,9.0,,A000801,CPS,1988-07-09,2021-11-02,801,1,1
JOHN,HENDERSON,344423619.0,1803.0,39,1963.0,2.0,15.0,,A000802,CPS,1963-02-15,2018-01-01,802,1,1
ARTHUR,PERRY,871623872.0,1804.0,58,1978.0,5.0,15.0,,A000803,GPS,1978-05-15,2019-02-04,803,0,1
JAMES,PHILLIPS,734670170.0,1805.0,24,1990.0,5.0,10.0,,A000804,GPS,1990-05-10,2020-02-16,804,0,0
ELIZABETH,JIMENEZ,266260515.0,1806.0,23,1962.0,2.0,5.0,,A000805,CPS,1962-02-05,2021-08-21,805,0,0
SOPHIA,DAVIS,599060670.0,1807.0,40,2002.0,9.0,1.0,,A000806,CPS,2002-09-01,2019-05-02,806,0,0
JAMES,WARD,429137207.0,1808.0,67,1985.0,6.0,24.0,,A000807,CPS,1985-06-24,2019-03-16,807,0,0
WILLIAM,MARSHALL,413527732.0,1809.0,22,1969.0,1.0,20.0,,A000808,GPS,1969-01-20,2021-01-05,808,0,1
ROBERT,BENNETT,726030151.0,1810.0,31,1999.0,12.0,19.0,,A000809,CPS,1999-12-19,2022-03-26,809,0,1
JOSEPH,DAVIS,164252270.0,1811.0,38,1988.0,11.0,14.0,,A000810,GPS,1988-11-14,2019-03-02,810,1,0
ANTHONY,SPENCER,255599050.0,1812.0,29,1979.0,2.0,25.0,,A000811,CPS,1979-02-25,2022-11-13,811,1,1
JESSICA,LEE,899512529.0,1813.0,15,2002.0,7.0,24.0,2.0,A000812,GPS,2002-07-24,2018-09-15,812,1,0
MICHAEL,SMITH,966932629.0,1814.0,31,1987.0,2.0,6.0,,A000813,GPS,1987-02-06,2020-05-04,813,1,0
ROBERT,HERNANDEZ,190968398.0,1815.0,20,1965.0,2.0,19.0,,A000814,GPS,1965-02-19,2021-04-17,814,1,0
THOMAS,BROWN,843694383.0,1816.0,40,1988.0,12.0,1.0,,A000815,CPS,1988-12-01,2018-10-20,815,0,0
LARRY,JONES,648386755.0,1817.0,34,2002.0,5.0,14.0,,A000816,CPS,2002-05-14,2022-12-10,816,0,1
KIMBERLY,MITCHELL,156520522.0,1818.0,61,2004.0,11.0,6.0,1.0,A000817,CPS,2004-11-06,2022-08-09,817,1,1
SUSAN,GRAVES,891507788.0,1819.0,61,1972.0,1.0,3.0,,A000818,CPS,1972-01-03,2022-05-13,818,1,0
GARY,LOPEZ,719497648.0,1820.0,32,1975.0,3.0,1.0,,A000819,CPS,1975-03-01,2020-07-06,819,0,1
ROBERT,MILLER,729951138.0,1821.0,33,1990.0,8.0,4.0,2.0,A000820,GPS,1990-08-04,2021-02-27,820,1,1
JULIE,REED,784911212.0,1822.0,3,1974.0,6.0,9.0,,A000821,GPS,1974-06-09,2018-02-21,821,1,0
BRITTANY,DOUGLAS,686519125.0,1823.0,16,1978.0,10.0,14.0,,A000822,CPS,1978-10-14,2021-05-13,822,0,0
HENRY,HOWARD,998994995.0,1824.0,14,1992.0,6.0,10.0,,A000823,GPS,1992-06-10,2021-01-02,823,0,1
THOMAS,LOPEZ,484688213.0,1825.0,42,2004.0,2.0,11.0,,A000824,CPS,2004-02-11,2022-12-13,824,1,0
STEVEN,BROWN,991159245.0,1826.0,47,2002.0,3.0,6.0,,A000825,GPS,2002-03-06,2018-12-16,825,0,1
JAMES,WILLIAMS,790044092.0,1827.0,56,1964.0,6.0,4.0,,A000826,CPS,1964-06-04,2021-02-15,826,0,0
JENNIFER,JOHNSON,681983074.0,1828.0,31,1961.0,8.0,14.0,,A000827,GPS,1961-08-14,2021-09-27,827,0,0
EMMA,TAYLOR,295186295.0,1829.0,5,1966.0,2.0,3.0,,A000828,GPS,1966-02-03,2019-08-27,828,1,0
PATRICIA,ROBERTS,140571235.0,1830.0,1,1987.0,12.0,28.0,,A000829,CPS,1987-12-28,2020-03-19,829,0,0
JANET,SILVA,381288869.0,1831.0,6,1982.0,11.0,18.0,,A000830,GPS,1982-11-18,2018-11-04,830,1,0
SHARON,KELLEY,720246145.0,1832.0,23,1991.0,4.0,7.0,,A000831,GPS,1991-04-07,2019-01-01,831,1,0
PATRICK,ANDERSON,619358496.0,1833.0,44,1998.0,10.0,28.0,,A000832,CPS,1998-10-28,2018-05-09,832,0,0
PATRICK,POTTER,647855104.0,1834.0,20,1968.0,3.0,14.0,,A000833,GPS,1968-03-14,2022-07-11,833,0,1
NANCY,HERNANDEZ,861444478.0,1835.0,57,1972.0,1.0,5.0,,A000834,GPS,1972-01-05,2022-05-27,834,0,0
ANDREW,PALMER,585619559.0,1836.0,25,1976.0,2.0,8.0,,A000835,CPS,1976-02-08,2018-12-06,835,0,1
STEVEN,MURRAY,918839108.0,1837.0,56,1965.0,9.0,23.0,,A000836,GPS,1965-09-23,2020-11-05,836,0,0
DIANE,KELLY,232619411.0,1838.0,42,1986.0,8.0,21.0,,A000837,CPS,1986-08-21,2020-10-05,837,1,0
MELISSA,BROWN,194258773.0,1839.0,40,1991.0,10.0,25.0,,A000838,GPS,1991-10-25,2020-01-07,838,0,0
SARAH,SMITH,164007759.0,1840.0,46,1995.0,4.0,10.0,,A000839,GPS,1995-04-10,2019-04-05,839,1,0
PATRICIA,BURNS,753511118.0,1841.0,3,1976.0,8.0,4.0,,A000840,GPS,1976-08-04,2019-05-26,840,0,0
JESSICA,MURPHY,257040086.0,1842.0,18,1969.0,3.0,19.0,,A000841,GPS,1969-03-19,2021-11-01,841,0,1
ANNA,JOHNSON,187184940.0,1843.0,24,1988.0,12.0,15.0,,A000842,GPS,1988-12-15,2021-07-17,842,0,1
MARY,NICHOLS,101872520.0,1844.0,36,1985.0,1.0,18.0,,A000843,GPS,1985-01-18,2022-03-12,843,1,1
BENJAMIN,STEPHENS,206043146.0,1845.0,52,1966.0,2.0,8.0,,A000844,CPS,1966-02-08,2022-01-26,844,0,1
TIMOTHY,SOTO,391627400.0,1846.0,4,1976.0,4.0,13.0,,A000845,GPS,1976-04-13,2020-04-22,845,1,0
JAMES,KING,575093486.0,1847.0,55,2002.0,6.0,22.0,,A000846,CPS,2002-06-22,2021-03-21,846,0,0
ROBERT,JONES,920539690.0,1848.0,63,1965.0,5.0,2.0,,A000847,CPS,1965-05-02,2019-10-22,847,0,1
JOHN,MARTIN,165464876.0,1849.0,63,1988.0,8.0,26.0,,A000848,CPS,1988-08-26,2020-01-10,848,1,1
RALPH,WRIGHT,827227856.0,1850.0,36,1979.0,11.0,25.0,,A000849,GPS,1979-11-25,2018-08-04,849,0,1
KEITH,JONES,613842126.0,1851.0,47,1971.0,3.0,5.0,,A000850,CPS,1971-03-05,2019-04-18,850,0,1
LINDA,PEARSON,139151399.0,1852.0,11,1978.0,12.0,9.0,,A000851,CPS,1978-12-09,2020-03-11,851,0,0
JOHN,GARCIA,327872067.0,1853.0,7,1987.0,3.0,28.0,,A000852,CPS,1987-03-28,2021-10-08,852,0,1
AMBER,MILLER,971251854.0,1854.0,58,1960.0,4.0,24.0,,A000853,CPS,1960-04-24,2021-04-08,853,1,1
CAROL,BROWN,794485857.0,1855.0,13,1979.0,11.0,3.0,,A000854,CPS,1979-11-03,2021-12-25,854,1,0
BEVERLY,BROWN,519618614.0,1856.0,51,1971.0,4.0,17.0,,A000855,GPS,1971-04-17,2021-09-18,855,0,1
THOMAS,JACKSON,250890952.0,1857.0,25,2004.0,10.0,26.0,,A000856,CPS,2004-10-26,2022-04-19,856,0,0
JUDITH,SPENCER,827529142.0,1858.0,30,1988.0,11.0,8.0,,A000857,CPS,1988-11-08,2019-02-24,857,1,0
ANNA,ELLIS,655136021.0,1859.0,66,2000.0,4.0,28.0,,A000858,CPS,2000-04-28,2018-11-19,858,0,0
CHERYL,TORRES,775973455.0,1860.0,12,1988.0,11.0,8.0,,A000859,CPS,1988-11-08,2020-07-08,859,0,1
JAMES,GARCIA,448864049.0,1861.0,39,1977.0,8.0,7.0,,A000860,CPS,1977-08-07,2018-06-23,860,1,1
MARY,LEE,867015380.0,1862.0,36,2004.0,3.0,14.0,,A000861,CPS,2004-03-14,2018-08-15,861,0,0
JENNIFER,WHITE,831995196.0,1863.0,42,1962.0,8.0,14.0,,A000862,CPS,1962-08-14,2019-10-20,862,0,1
JAMES,OLSON,120317106.0,1864.0,31,1962.0,12.0,5.0,,A000863,CPS,1962-12-05,2021-09-23,863,0,1
JAMES,SANCHEZ,556519776.0,1865.0,27,1986.0,9.0,11.0,,A000864,CPS,1986-09-11,2020-07-21,864,0,0
JACOB,SMITH,576492453.0,1866.0,55,1983.0,4.0,9.0,,A000865,CPS,1983-04-09,2018-11-26,865,0,0
JONATHAN,KING,899893309.0,1867.0,28,2001.0,12.0,28.0,,A000866,CPS,2001-12-28,2022-12-09,866,0,0
MEGAN,HERNANDEZ,211539529.0,1868.0,30,1963.0,10.0,3.0,,A000867,GPS,1963-10-03,2019-06-13,867,0,1
JOHN,SANDERS,519165191.0,1869.0,32,1961.0,6.0,7.0,,A000868,GPS,1961-06-07,2021-01-13,868,0,0
MARY,JONES,488885626.0,1870.0,67,1970.0,11.0,16.0,,A000869,CPS,1970-11-16,2018-08-27,869,0,1
JAMES,RUSSELL,247787376.0,1871.0,21,1980.0,12.0,1.0,,A000870,GPS,1980-12-01,2021-11-18,870,0,1
STEPHEN,ADAMS,831325623.0,1872.0,45,1997.0,11.0,21.0,,A000871,CPS,1997-11-21,2022-11-09,871,0,0
ROBERT,WRIGHT,246592302.0,1873.0,50,1988.0,1.0,16.0,,A000872,GPS,1988-01-16,2021-05-07,872,0,0
TERESA,WILSON,841038796.0,1874.0,15,1999.0,12.0,13.0,,A000873,GPS,1999-12-13,2020-07-15,873,0,1
MATTHEW,HICKS,917310750.0,1875.0,35,1989.0,11.0,5.0,,A000874,CPS,1989-11-05,2022-11-07,874,1,1
JOHN,WHITE,987128338.0,1876.0,21,1983.0,8.0,17.0,,A000875,CPS,1983-08-17,2019-12-17,875,1,0
KATHERINE,TAYLOR,190852992.0,1877.0,56,1997.0,9.0,22.0,,A000876,GPS,1997-09-22,2020-07-10,876,1,1
MICHAEL,HUNT,104981211.0,1878.0,30,1978.0,1.0,21.0,,A000877,GPS,1978-01-21,2022-04-11,877,0,1
WILLIAM,JOHNSON,749511287.0,1879.0,62,1973.0,3.0,9.0,,A000878,CPS,1973-03-09,2018-04-21,878,0,1
DAVID,RODRIGUEZ,732934417.0,1880.0,2,1968.0,5.0,15.0,,A000879,CPS,1968-05-15,2022-04-19,879,0,0
AMY,JONES,295412624.0,1881.0,28,1961.0,1.0,2.0,,A000880,CPS,1961-01-02,2020-07-19,880,1,1
CHRISTOPHER,MURPHY,449369767.0,1882.0,61,1995.0,4.0,22.0,,A000881,CPS,1995-04-22,2020-07-21,881,0,1
SANDRA,GORDON,488545910.0,1883.0,23,2002.0,7.0,2.0,,A000882,CPS,2002-07-02,2021-12-23,882,1,0
SARAH,SIMPSON,508573634.0,1884.0,67,1982.0,4.0,11.0,,A000883,GPS,1982-04-11,2020-05-04,883,1,1
GERALD,BREWER,941519138.0,1885.0,5,1976.0,7.0,6.0,,A000884,GPS,1976-07-06,2022-10-17,884,0,0
ANNA,HENDERSON,137394469.0,1886.0,58,1997.0,7.0,6.0,,A000885,CPS,1997-07-06,2018-12-12,885,0,0
CHRISTOPHER,HERNANDEZ,317077236.0,1887.0,38,1984.0,8.0,23.0,1.0,A000886,GPS,1984-08-23,2019-08-10,886,0,1
PAUL,HARRIS,947529226.0,1888.0,66,1985.0,3.0,9.0,,A000887,CPS,1985-03-09,2018-07-03,887,0,0
DIANA,BAILEY,730241210.0,1889.0,47,1968.0,1.0,8.0,,A000888,CPS,1968-01-08,2020-07-16,888,0,0
JONATHAN,HALL,230299173.0,1890.0,41,1983.0,12.0,12.0,,A000889,CPS,1983-12-12,2021-09-11,889,0,0
JONATHAN,HARPER,109877908.0,1891.0,38,1965.0,12.0,3.0,,A000890,CPS,1965-12-03,2020-08-21,890,0,1
CHARLES,MASON,394223325.0,1892.0,50,1980.0,8.0,21.0,,A000891,GPS,1980-08-21,2022-01-14,891,0,1
MICHAEL,GREEN,308017416.0,1893.0,31,1969.0,5.0,23.0,2.0,A000892,CPS,1969-05-23,2020-02-12,892,1,0
JAMES,TORRES,940242649.0,1894.0,35,1965.0,5.0,15.0,,A000893,GPS,1965-05-15,2018-05-27,893,1,1
DAVID,SMITH,671038743.0,1895.0,16,1982.0,5.0,26.0,2.0,A000894,CPS,1982-05-26,2022-05-07,894,0,1
